,id,last_scraped,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude
565926,20653090.0,2019-12-05,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70188,-73.92062
565927,20653520.0,2019-12-06,Flatbush,Flatbush,Brooklyn,Brooklyn,NY,11226,40.64923,-73.95273
565928,20653657.0,2019-12-05,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76154,-73.99306
565929,20654072.0,2019-12-06,Kensington,Kensington,Brooklyn,Brooklyn,NY,11218,40.64179,-73.97941
565931,20655740.0,2019-12-06,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71798,-73.98418000000002
565932,20659193.0,2019-12-06,Wakefield,Wakefield,Bronx,The Bronx,NY,10466,40.88701,-73.86052
565937,20662043.0,2019-12-05,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11226,40.64641,-73.94955999999998
565938,20662567.0,2019-12-05,Manhattan,Upper West Side,Manhattan,New York,NY,10024,40.78875,-73.9679
565940,20663542.0,2019-12-05,Manhattan,East Village,Manhattan,New York,NY,10003,40.73122,-73.98714
565941,20663721.0,2019-12-06,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.68568,-73.91923
565942,20663839.0,2019-12-06,Alphabet City,East Village,Manhattan,New York,NY,,40.72601,-73.97674
565944,20664275.0,2019-12-05,Manhattan,Kips Bay,Manhattan,New York,NY,10010,40.73963,-73.98165999999998
565947,20665380.0,2019-12-05,Brooklyn,Crown Heights,Brooklyn,Brooklyn ,NY,11216,40.67183,-73.95277
565948,20665530.0,2019-12-05,Chinatown,Chinatown,Manhattan,New York,NY,10002,40.71405,-73.99291
565950,20667572.0,2019-12-06,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.701,-73.91986
565952,20671003.0,2019-12-05,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70587,-73.92358
565954,20674176.0,2019-12-05,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.76506,-73.98567
565956,20674622.0,2019-12-05,Brooklyn,Gowanus,Brooklyn,Brooklyn,NY,11217,40.68289,-73.98532
565958,20675149.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11205,40.68939,-73.95418000000002
565961,20676192.0,2019-12-05,Queens,Flushing,Queens,Flushing,NY,11355,40.75607,-73.80964
565962,20676841.0,2019-12-06,Staten Island,Rosebank,Staten Island,Staten Island,NY,10305,40.61353,-74.06724
565964,20678183.0,2019-12-06,East Harlem,East Harlem,Manhattan,New York,NY,10029,40.78602,-73.94977
565965,20678724.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.67753,-73.91688
565966,20678811.0,2019-12-05,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11203,40.6485,-73.93855
565967,20678858.0,2019-12-06,The Rockaways,Arverne,Queens,Arverne,NY,11692,40.59736,-73.80029
565968,20679072.0,2019-12-06,The Rockaways,Arverne,Queens,Arverne,NY,11692,40.59754,-73.79949
565969,20679134.0,2019-12-06,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11203,40.64991,-73.93715999999998
565971,20679396.0,2019-12-06,Queens,Flushing,Queens,Queens,NY,11358,40.75895,-73.79196
565973,20682422.0,2019-12-06,Washington Heights,Washington Heights,Manhattan,New York,NY,10033,40.85186,-73.9305
565974,20682663.0,2019-12-06,Manhattan,Inwood,Manhattan,New York,NY,10040,40.86306,-73.92896
565975,20685563.0,2019-12-06,East New York,Cypress Hills,Brooklyn,Brooklyn,NY,11207,40.68201,-73.89425
565979,20686134.0,2019-12-06,The Bronx,Pelham Bay,Bronx,Bronx ,NY,10461,40.84711,-73.83039000000002
565982,20688175.0,2019-12-06,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11216,40.67749,-73.94854000000002
565984,20688422.0,2019-12-05,Brooklyn,Prospect-Lefferts Gardens,Brooklyn,Brooklyn,NY,11225,40.66334000000001,-73.94651
565986,20688624.0,2019-12-06,Manhattan,Chelsea,Manhattan,New York,NY,10011,40.74419,-73.99913000000002
565988,20689395.0,2019-12-05,Brooklyn,Clinton Hill,Brooklyn,Brooklyn,NY,11238,40.68541,-73.96188000000002
565989,20689426.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.6916,-73.94538
565990,20689498.0,2019-12-05,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67026,-73.97548
565994,20691057.0,2019-12-05,Manhattan,East Village,Manhattan,New York,NY,10009,40.72405,-73.97747
565997,20692462.0,2019-12-06,Fort Greene,Fort Greene,Brooklyn,Brooklyn,NY,11205,40.69122,-73.96976
565998,20692563.0,2019-12-05,Manhattan,Greenwich Village,Manhattan,New York,NY,10003,40.733,-73.99413
566000,20695930.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10027,40.8098,-73.9441
566001,20696496.0,2019-12-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.68591,-73.9249
566003,20697209.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11205,40.69061,-73.95203000000002
566004,20697463.0,2019-12-05,Queens,Ridgewood,Queens,Queens,NY,11385,40.69748,-73.90127
566006,20698073.0,2019-12-06,Clinton Hill,Clinton Hill,Brooklyn,Brooklyn,NY,11205,40.69167,-73.96927
566009,20698477.0,2019-12-05,Manhattan,Upper East Side,Manhattan,New York,NY,10022,40.76128,-73.96236
566011,20702398.0,2019-12-06,City Island,City Island,Bronx,Bronx,NY,10464,40.84964,-73.78716999999997
566012,20703198.0,2019-12-05,Manhattan,East Village,Manhattan,New York,NY,10009,40.72792000000001,-73.98288000000002
566013,20703786.0,2019-12-05,Brooklyn,East Flatbush,Brooklyn,New York,NY,11210,40.63524,-73.94158
566014,20704394.0,2019-12-07,Financial District,Financial District,Manhattan,New York,NY,10005,40.70501,-74.00707
566015,20705026.0,2019-12-06,Flushing,Flushing,Queens,Queens,NY,11355,40.75224,-73.81505
566016,20705094.0,2019-12-06,Manhattan,West Village,Manhattan,New York,NY,10014,40.73632,-74.00601
566017,20707361.0,2019-12-05,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.6997,-73.91305
566020,20708246.0,2019-12-05,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70088,-73.91835999999998
566022,20708619.0,2019-12-06,Williamsburg,Williamsburg,Brooklyn,New York,NY,11211,40.71644000000001,-73.95272
566024,20710022.0,2019-12-06,Manhattan,Harlem,Manhattan,New York,NY,10026,40.80171,-73.95121999999998
566025,20710208.0,2019-12-06,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69084,-73.92048
566031,20712652.0,2019-12-05,Manhattan,Upper East Side,Manhattan,New York,NY,10028,40.77237,-73.95275
566032,20714088.0,2019-12-06,Queens,College Point,Queens,Queens,NY,11356,40.77773,-73.83237
566033,20714304.0,2019-12-05,Ditmars / Steinway,Ditmars Steinway,Queens,Queens,NY,11105,40.77786,-73.90819
566034,20714517.0,2019-12-05,Flatlands,Flatlands,Brooklyn,New York,NY,11234,40.61802,-73.92866
566037,20720290.0,2019-12-06,Manhattan,Upper East Side,Manhattan,New York,NY,10028,40.77832,-73.95657
566038,20722067.0,2019-12-05,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.73227,-73.95149
566039,20723015.0,2019-12-06,Manhattan,East Village,Manhattan,New York,NY,10009,40.7244,-73.97731999999998
566040,20724115.0,2019-12-05,Manhattan,Chinatown,Manhattan,New York,NY,10002,40.71611,-73.99405
566041,20725759.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68763,-73.92706
566042,20725853.0,2019-12-06,Brooklyn,Carroll Gardens,Brooklyn,Brooklyn,NY,11217,40.68225,-73.99116
566043,20726517.0,2019-12-05,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.70929,-73.95381
566044,20726546.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10027,40.81394,-73.95334
566045,20728525.0,2019-12-05,Queens,Jamaica,Queens,Queens,NY,11434,40.68503,-73.77983
566046,20729133.0,2019-12-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn ,NY,11221,40.69155,-73.93661999999998
566047,20729174.0,2019-12-05,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11226,40.65413,-73.94846
566048,20729216.0,2019-12-06,St. George,St. George,Staten Island,Staten Island,NY,10301,40.64119,-74.08369
566049,20729530.0,2019-12-05,Manhattan,Washington Heights,Manhattan,New York,NY,10032,40.84492,-73.93890999999998
566051,20729909.0,2019-12-05,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11217,40.67884,-73.97493
566052,20729981.0,2019-12-06,Manhattan,Harlem,Manhattan,New York,NY,10027,40.81225,-73.95196999999997
566053,20730848.0,2019-12-05,Manhattan,East Harlem,Manhattan,New York,NY,10029,40.79383,-73.94968
566055,20738759.0,2019-12-06,Brooklyn,Brooklyn Heights,Brooklyn,Brooklyn,NY,11201,40.6904,-73.99376
566057,20739147.0,2019-12-06,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11206,40.69855,-73.93670999999998
566059,20741384.0,2019-12-05,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11226,40.64861,-73.94983
566060,20741509.0,2019-12-06,Harlem,Morningside Heights,Manhattan,New York,NY,10027,40.80841,-73.95625
566062,20743194.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10026,40.80227,-73.9579
566063,20743305.0,2019-12-05,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206,40.69954,-73.93579
566064,20743703.0,2019-12-06,Crown Heights,Crown Heights,Brooklyn,Brooklyn,NY,11216,40.67542,-73.95107
566065,20744284.0,2019-12-06,Kensington,Kensington,Brooklyn,Brooklyn,NY,11218,40.64493,-73.97327
566066,20744490.0,2019-12-05,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.7079,-73.96609000000002
566067,20744654.0,2019-12-06,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67454,-73.9841
566068,20744948.0,2019-12-06,Jamaica,Rosedale,Queens,Queens,NY,11422,40.65429,-73.73432
566070,20745208.0,2019-12-06,Queens,Rosedale,Queens,Queens,NY,11422,40.65251,-73.7365
566071,20745223.0,2019-12-06,Brooklyn,Flatbush,Brooklyn,Brooklyn,NY,11226,40.6473,-73.96245
566072,20746887.0,2019-12-06,Inwood,Inwood,Manhattan,New York,NY,10034,40.86339,-73.92045
566073,20748520.0,2019-12-05,Manhattan,Upper West Side,Manhattan,New York,NY,10023,40.77998,-73.98218
566075,20754847.0,2019-12-05,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11203,40.6435,-73.94011
566077,20755255.0,2019-12-05,Manhattan,Washington Heights,Manhattan,New York,NY,10033,40.84962,-73.94011
566080,20755975.0,2019-12-06,Richmond Hill,Richmond Hill,Queens,Queens,NY,11418,40.70305,-73.82687
566082,20757519.0,2019-12-05,Manhattan,Harlem,Manhattan,New York,NY,10031,40.82992,-73.94563000000002
566087,20758217.0,2019-12-05,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70574000000001,-73.92289
566089,20758395.0,2019-12-05,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70484,-73.92645999999998
566091,20760187.0,2019-12-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68371,-73.9405
566092,20760640.0,2019-12-06,Ridgewood,Ridgewood,Queens,Queens,NY,11385,40.70141,-73.90290999999998
566093,20761244.0,2019-12-05,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.7112,-73.95886
566094,20761266.0,2019-12-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206,40.69387,-73.94688000000002
566095,20761296.0,2019-12-05,Queens,Astoria,Queens,Queens,NY,11102,40.77028,-73.92112
566098,20761768.0,2019-12-06,Manhattan,Upper East Side,Manhattan,New York,NY,10065,40.76401,-73.95929
566100,20762089.0,2019-12-06,Boerum Hill,Boerum Hill,Brooklyn,Brooklyn,NY,11217,40.68418,-73.98373000000002
566101,20762692.0,2019-12-05,Harlem,Harlem,Manhattan,New York,NY,10026,40.8055,-73.95478
566102,20763209.0,2019-12-05,Manhattan,Chinatown,Manhattan,New York,NY,10013,40.71515,-73.99863
566103,20763432.0,2019-12-06,Brooklyn,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72056,-73.94118
566104,20763577.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10026,40.80044,-73.95139
566105,20763877.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68251,-73.94102
566108,20770969.0,2019-12-06,East Village,East Village,Manhattan,New York,NY,10009,40.72653,-73.98539
566109,20772071.0,2019-12-06,The Bronx,Highbridge,Bronx,Bronx,NY,10452,40.84101,-73.92626
566110,20772204.0,2019-12-06,The Bronx,Wakefield,Bronx,The Bronx,NY,10466,40.89811,-73.85543
566112,20772583.0,2019-12-05,Manhattan,Harlem,Manhattan,New York,NY,10027,40.80605,-73.94889
566114,20773084.0,2019-12-06,The Bronx,Highbridge,Bronx,Bronx,NY,10452,40.84184000000001,-73.92535
566115,20773149.0,2019-12-06,The Bronx,Highbridge,Bronx,Bronx,NY,10452,40.84103,-73.92701
566116,20773223.0,2019-12-06,Manhattan,Harlem,Manhattan,New York,NY,10027,40.81404000000001,-73.95233
566117,20775370.0,2019-12-05,Brooklyn,Sunset Park,Brooklyn,Brooklyn,NY,11232,40.66273,-73.99384
566120,20780688.0,2019-12-05,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.76366,-73.99096
566122,20783233.0,2019-12-06,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.6958,-73.91362
566126,20783900.0,2019-12-06,Marble Hill,Marble Hill,Manhattan,Bronx,NY,10463,40.87618,-73.91266
566127,20785435.0,2019-12-06,Queens,St. Albans,Queens,Queens,NY,11412,40.68998,-73.75477
566128,20785941.0,2019-12-05,Bushwick,Bushwick,Brooklyn,New York,NY,11237,40.70246,-73.92416999999998
566130,20786225.0,2019-12-06,Manhattan,East Harlem,Manhattan,New York,NY,10035,40.79711,-73.93255
566132,20788473.0,2019-12-06,Canarsie,Canarsie,Brooklyn,Brooklyn,NY,11236,40.62944,-73.89678
566134,20789361.0,2019-12-05,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68361,-73.93883000000002
566136,20793502.0,2019-12-06,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,New York,NY,11221,40.69154,-73.93191
566137,20794628.0,2019-12-06,Brooklyn,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72591,-73.95645
566139,20796595.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10031,40.81968,-73.95831
566141,20799199.0,2019-12-05,Chinatown,Chinatown,Manhattan,New York,NY,10002,40.71569,-73.99421
566142,20800449.0,2019-12-05,Harlem,Harlem,Manhattan,New York,NY,10027,40.81561,-73.95393
566143,20800988.0,2019-12-06,Jamaica,Jamaica,Queens,Queens,NY,11434,40.68496,-73.78194
566144,20801388.0,2019-12-05,Alphabet City,East Village,Manhattan,New York,NY,10009,40.72553,-73.98012
566145,20801754.0,2019-12-06,Astoria,Astoria,Queens,Queens,NY,11103,40.76304,-73.90785
566146,20801864.0,2019-12-06,The Bronx,Clason Point,Bronx,Bronx,NY,10473,40.81645,-73.86355
566153,20803637.0,2019-12-05,Manhattan,Kips Bay,Manhattan,New York,NY,10016,40.74294,-73.98137
566154,20803845.0,2019-12-06,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11217,40.68117,-73.97785
566155,20804049.0,2019-12-06,Queens,Rosedale,Queens,Queens,NY,11422,40.6622,-73.73135
566156,20804083.0,2019-12-05,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11217,40.68265,-73.97754
566157,20804915.0,2019-12-06,Queens,Astoria,Queens,Astoria,NY,11103,40.7623,-73.91645
566158,20809263.0,2019-12-05,Prospect Heights,Prospect Heights,Brooklyn,Brooklyn,NY,11217,40.67935,-73.9723
566161,20811403.0,2019-12-05,Forest Hills,Forest Hills,Queens,Queens,NY,11375,40.7281,-73.84886
566163,20812365.0,2019-12-05,Morningside Heights,Morningside Heights,Manhattan,New York,NY,10026,40.80246,-73.95971999999998
566164,20812387.0,2019-12-06,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11216,40.67785,-73.95085999999998
566165,20812587.0,2019-12-05,Flatbush,Prospect-Lefferts Gardens,Brooklyn,Brooklyn,NY,11225,40.66174,-73.95496
566166,20814067.0,2019-12-06,Jamaica,St. Albans,Queens,Queens,NY,11412,40.69514,-73.74902
566169,20815456.0,2019-12-05,Brooklyn,Prospect Heights,Brooklyn,Brooklyn,NY,11238,40.67729,-73.96535
566171,20816032.0,2019-12-05,East Harlem,East Harlem,Manhattan,New York,NY,10037,40.81439,-73.93494
566172,20816828.0,2019-12-05,Brooklyn,Flatlands,Brooklyn,Brooklyn,NY,11234,40.62365,-73.93171
566173,20816972.0,2019-12-06,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.69653,-73.91492
566174,20817201.0,2019-12-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71591,-73.95513000000003
566175,20817614.0,2019-12-06,The Bronx,University Heights,Bronx,,NY,10453,40.85751,-73.90805
566177,20818955.0,2019-12-06,Woodhaven,Woodhaven,Queens,Queens,NY,11421,40.69621,-73.8502
566178,20819020.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10031,40.81867,-73.95293000000002
566179,20819116.0,2019-12-06,Corona,Corona,Queens,Queens,NY,11368,40.75015,-73.85961
566180,20819221.0,2019-12-05,Brooklyn,Boerum Hill,Brooklyn,Brooklyn,NY,11217,40.68592,-73.98181
566182,20820417.0,2019-12-05,Manhattan,East Harlem,Manhattan,New York,NY,10029,40.79398,-73.94159
566183,20821762.0,2019-12-06,Brooklyn,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72917,-73.95130999999998
566184,20823125.0,2019-12-05,Manhattan,East Village,Manhattan,New York,NY,10009,40.72945,-73.97986999999998
566185,20825876.0,2019-12-06,Queens,Astoria,Queens,Queens,NY,11106,40.76064,-73.92481
566187,20826700.0,2019-12-05,Manhattan,East Village,Manhattan,New York,NY,10009,40.73105,-73.98195
566191,20827801.0,2019-12-05,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11213,40.67139,-73.93131
566192,20827821.0,2019-12-06,Harlem,Harlem,Manhattan,New York,NY,10027,40.80671,-73.95382
566193,20828460.0,2019-12-06,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019,40.76697,-73.99134000000002
566195,20830442.0,2019-12-06,The Bronx,Claremont Village,Bronx,Bronx,NY,10456,40.835,-73.91114
566196,20832523.0,2019-12-06,Concourse,Concourse,Bronx,Bronx,NY,10452,40.83497,-73.9189
566197,20832768.0,2019-12-05,Queens,Astoria,Queens,Queens,NY,11106,40.76271,-73.92213000000002
566198,20833958.0,2019-12-05,Crown Heights,Crown Heights,Brooklyn,Brooklyn,NY,11213,40.67302,-73.93143
566200,20835314.0,2019-12-05,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11206,40.70732,-73.94385
566201,20835690.0,2019-12-05,Manhattan,West Village,Manhattan,New York,NY,10014,40.73145,-74.00184
566202,20835909.0,2019-12-05,Flushing,Flushing,Queens,Queens,NY,11355,40.75918,-73.82921999999998
566203,20836753.0,2019-12-06,Queens,Rosedale,Queens,Queens,NY,11422,40.66183,-73.72943000000002
566204,20836787.0,2019-12-05,Astoria,Ditmars Steinway,Queens,Queens,NY,11102,40.77691,-73.92662
566206,20840987.0,2019-12-05,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71725,-73.9438
566207,20843577.0,2019-12-06,Queens,Ridgewood,Queens,Queens,NY,11385,40.70464000000001,-73.89822
566209,20844580.0,2019-12-05,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.7069,-73.95371999999998
566210,20844601.0,2019-12-05,Manhattan,Chinatown,Manhattan,New York,NY,10002,40.71364000000001,-73.99153000000003
566212,20845108.0,2019-12-06,Brooklyn,Dyker Heights,Brooklyn,Brooklyn,NY,11228,40.62499,-74.01684
566214,20846343.0,2019-12-05,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.78539,-73.95056
566215,20846687.0,2019-12-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68328,-73.93719
566216,20848135.0,2019-12-06,Manhattan,Harlem,Manhattan,New York,NY,10030,40.81643,-73.94041999999997
566218,20849060.0,2019-12-06,Brooklyn,Carroll Gardens,Brooklyn,Brooklyn,NY,11231,40.6802,-73.99739
566219,20849101.0,2019-12-06,The Bronx,Wakefield,Bronx,Bronx,NY,10466,40.90356,-73.84172
566224,20857866.0,2019-12-05,Brooklyn,Flatbush,Brooklyn,Brooklyn,NY,11226,40.64108,-73.96378
566227,20860184.0,2019-12-05,Chelsea,Chelsea,Manhattan,New York,NY,10011,40.74821,-74.0018
566229,20861411.0,2019-12-06,Manhattan,East Village,Manhattan,New York,NY,10009,40.72411,-73.97825999999998
566230,20861983.0,2019-12-05,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69566,-73.91314
566231,20862285.0,2019-12-06,Forest Hills,Forest Hills,Queens,Queens,NY,11375,40.73715,-73.84792
566232,20862947.0,2019-12-05,The Bronx,Concourse Village,Bronx,Bronx,NY,10451,40.82638,-73.92225
566235,20864325.0,2019-12-05,Harlem,East Harlem,Manhattan,New York,NY,10029,40.7954,-73.94926
566236,20864878.0,2019-12-06,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.7469,-73.99494
566237,20870782.0,2019-12-06,Carroll Gardens,Carroll Gardens,Brooklyn,Brooklyn ,NY,11231,40.68332,-73.99084
566238,20871641.0,2019-12-05,Manhattan,Upper East Side,Manhattan,New York,NY,10065,40.76117,-73.96104
566240,20872030.0,2019-12-05,Harlem,Harlem,Manhattan,New York,NY,10026,40.8062,-73.95528
566244,20874350.0,2019-12-05,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71075,-73.9564
566246,20874820.0,2019-12-06,Kensington,Kensington,Brooklyn,Brooklyn,NY,11218,40.64099,-73.98029
566247,20874859.0,2019-12-05,Midtown East,Midtown,Manhattan,New York,NY,10017,40.75288,-73.97703
566249,20876208.0,2019-12-06,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70544,-73.91828000000002
566250,20879883.0,2019-12-05,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019,40.76671,-73.98849
566251,20881198.0,2019-12-05,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76495,-73.9853
566252,20881375.0,2019-12-06,Queens,East Elmhurst,Queens,Queens,NY,11370,40.75596,-73.89702
566253,20881488.0,2019-12-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.71992,-73.96029
566254,20882090.0,2019-12-06,Midtown,Murray Hill,Manhattan,New York,NY,10016,40.7487,-73.97479
566255,20884271.0,2019-12-07,Manhattan,Harlem,Manhattan,New York,NY,10030,40.81888,-73.94345
566256,20886177.0,2019-12-05,Queens,Elmhurst,Queens,Elmhurst ,NY,11373,40.73612,-73.87822
566257,20886432.0,2019-12-06,Queens,Sunnyside,Queens,Queens,NY,11104,40.74722,-73.9186
566258,20886536.0,2019-12-06,New Springville,New Springville,Staten Island,Staten island ,NY,10314,40.58091,-74.15485
566259,20887028.0,2019-12-05,Manhattan,Chinatown,Manhattan,New York,NY,10002,40.71418,-73.99208
566261,20887992.0,2019-12-05,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68989000000001,-73.93746999999998
566262,20888611.0,2019-12-06,Queens,Long Island City,Queens,Queens,NY,11106,40.76462,-73.9319
566264,20895878.0,2019-12-05,Windsor Terrace,South Slope,Brooklyn,Brooklyn,NY,11215,40.66163,-73.98265
566265,20895982.0,2019-12-05,East Village,East Village,Manhattan,New York,NY,10009,40.72413,-73.98216
566266,20896520.0,2019-12-05,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67781,-73.98083000000003
566268,20896858.0,2019-12-05,Harlem,Harlem,Manhattan,New York,NY,10030,40.81301,-73.94502
566269,20897776.0,2019-12-05,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76136,-73.99361
566272,20898258.0,2019-12-05,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71881,-73.98378000000002
566273,20898536.0,2019-12-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71459,-73.94485
566274,20898641.0,2019-12-05,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69533,-73.9132
566276,20899758.0,2019-12-05,Manhattan,Harlem,Manhattan,New York,NY,10031,40.8292,-73.94742
566278,20900400.0,2019-12-05,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.71967,-73.96001
566279,20900545.0,2019-12-05,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.69064,-73.93559
566280,20900984.0,2019-12-05,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71944000000001,-73.99396
566285,20902644.0,2019-12-05,Brooklyn,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72965,-73.95707
566288,20904409.0,2019-12-06,Allerton,Allerton,Bronx,Bronx,NY,10467,40.86144,-73.86426999999998
566289,20904683.0,2019-12-05,Manhattan,Gramercy,Manhattan,New York,NY,10003,40.73166,-73.98299
566290,20912512.0,2019-12-05,Manhattan,Murray Hill,Manhattan,New York,NY,10016,40.74943,-73.97945
566291,20912583.0,2019-12-05,Manhattan,East Harlem,Manhattan,New York,NY,10035,40.80998,-73.93899
566292,20912594.0,2019-12-05,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76104,-73.99255
566293,20912843.0,2019-12-05,Manhattan,East Harlem,Manhattan,New York,NY,10035,40.80002,-73.94136999999998
566295,20914216.0,2019-12-05,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71317,-73.94518000000002
566296,20914425.0,2019-12-06,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68859000000001,-73.92238
566297,20914711.0,2019-12-06,Clinton Hill,Clinton Hill,Brooklyn,Brooklyn,NY,11205,40.68939,-73.96474
566298,20915427.0,2019-12-05,Brooklyn,Mill Basin,Brooklyn,New York ,NY,11234,40.60903,-73.91846
566299,20915909.0,2019-12-06,Brooklyn,Clinton Hill,Brooklyn,Brooklyn,NY,11238,40.68451,-73.96051999999997
566300,20916679.0,2019-12-06,Brooklyn,Clinton Hill,Brooklyn,Brooklyn,NY,11205,40.69072,-73.96539
566301,20917327.0,2019-12-06,Queens,St. Albans,Queens,Queens,NY,11412,40.6959,-73.75159000000002
566302,20917712.0,2019-12-06,St. George,St. George,Staten Island,New York,NY,10301,40.64579000000001,-74.08027
566303,20918376.0,2019-12-05,Brooklyn,Bay Ridge,Brooklyn,Brooklyn,NY,11220,40.63498,-74.01966
